Country Code,Year,Country Name,CDP_City,CDP_TotalEmissions,CDP_Longitude,CDP_Latitude
ARG,2019,Argentina,Laborde,0.0,,
ARG,2020,Argentina,Leandro . N. Alem,0.0,,
ARG,2020,Argentina,Lincoln (Argentina),0.0,,
ARG,2019,Argentina,Llambi Campbell,27505.85,,
ARG,2019,Argentina,Loncopue,0.0,,
ARG,2019,Argentina,Los Molles,3838.13,,
ARG,2019,Argentina,Los Surgentes,0.0,,
ARG,2020,Argentina,Maggiolo,0.0,,
ARG,2019,Argentina,Malabrigo,49149.11,,
ARG,2020,Argentina,Malabrigo,0.0,,
ARG,2019,Argentina,Malargue,0.0,,
ARG,2020,Argentina,Malargue,0.0,,
ARG,2020,Argentina,Mariá Grande,0.0,,
ARG,2018,Argentina,Mendoza,54024257.0,-68.8458,-32.8894
ARG,2019,Argentina,Mendoza,0.0,-68.8458,-32.8894
ARG,2020,Argentina,Mendoza,0.0,-68.8458,-32.8894
ARG,2019,Argentina,Monte Buey,48468.270000000004,,
ARG,2020,Argentina,Monte Buey,0.0,,
ARG,2019,Argentina,Morón,900594.35,,
ARG,2019,Argentina,Municipalidad  de Rosario,4523516.0,,
ARG,2019,Argentina,Municipalidad Venado Tuerto,420095.92,,
ARG,2020,Argentina,Municipalidad Venado Tuerto,0.0,,
ARG,2019,Argentina,Municipalidad de Avellaneda,1533903.26,,
ARG,2020,Argentina,Municipalidad de Avellaneda,0.0,,
ARG,2019,Argentina,Municipalidad de Montecarlo,1007137.3,,
ARG,2020,Argentina,Municipalidad de Montecarlo,0.0,,
ARG,2019,Argentina,Municipalidad de Oro Verde,159209.7,,
ARG,2019,Argentina,Municipalidad de Puerto Esperanza,0.0,,
ARG,2019,Argentina,Municipalidad de San Carlos de Bariloche,905190.3799999999,,
ARG,2020,Argentina,Municipalidad de la Ciudad de Neuquén,0.0,,
ARG,2019,Argentina,Municipality of Bell Ville,96806.11,,
ARG,2019,Argentina,Municipality of Bragado,668545.8,,
ARG,2020,Argentina,Municipality of Bragado,0.0,,
ARG,2019,Argentina,Municipality of Centeno,18734.57,,
ARG,2019,Argentina,Municipality of Coronel Dominguez,0.0,,
ARG,2020,Argentina,Municipality of Coronel Dominguez,0.0,,
ARG,2019,Argentina,Municipality of Corrientes,791744.47,,
ARG,2020,Argentina,Municipality of Corrientes,0.0,,
ARG,2019,Argentina,Municipality of Guaymallén,775221.69,,
ARG,2020,Argentina,Municipality of Guaymallén,0.0,,
ARG,2019,Argentina,Municipality of Inriville,52603.15,,
ARG,2019,Argentina,Municipality of Lobos,457265.27999999997,,
ARG,2020,Argentina,Municipality of Lobos,0.0,,
ARG,2019,Argentina,Municipality of Olavarría,3309377.7800000003,,
ARG,2019,Argentina,Municipality of Patagones,664557.76,,
ARG,2019,Argentina,Municipality of Pérez,90153.21,,
ARG,2019,Argentina,Municipality of Rauch,1149552.31,,
ARG,2020,Argentina,Municipality of Rauch,0.0,,
ARG,2019,Argentina,Municipality of Resistencia,0.0,,
ARG,2020,Argentina,Municipality of Resistencia,0.0,,
ARG,2019,Argentina,Municipality of San Antonio de Areco,182599.95,,
ARG,2020,Argentina,Municipality of San Antonio de Areco,0.0,,
ARG,2019,Argentina,Municipality of San Martín de los Andes,241533.25999999998,,
ARG,2020,Argentina,Municipality of San Martín de los Andes,0.0,,
ARG,2019,Argentina,Municipality of Soldini,12056.6,,
ARG,2020,Argentina,Oberá,0.0,,
ARG,2020,Argentina,Oliva (Argentina),0.0,,
ARG,2020,Argentina,Plottier,0.0,,
ARG,2020,Argentina,Presidencia Roque Sáenz Peña,0.0,,
ARG,2020,Argentina,Pronunciamiento,0.0,,
ARG,2020,Argentina,Puerto Madryn,0.0,,
ARG,2020,Argentina,Quemú Quemú,0.0,,
ARG,2019,Argentina,Rafaela,0.0,,
ARG,2020,Argentina,Ramona,0.0,,
ARG,2019,Argentina,Reconquista,291756.19999999995,,
ARG,2017,Argentina,Rio Grande,810086.0,-67.7002,-53.786
ARG,2018,Argentina,Rio Grande,981954.0,-67.7002,-53.786
ARG,2019,Argentina,Rio Grande,981954.0,-67.7002,-53.786
ARG,2020,Argentina,Rio Grande,981954.0,-67.7002,-53.786
ARG,2019,Argentina,Salliqueló,203695.49000000002,,
ARG,2019,Argentina,San Carlos Sud,24696.92,,
ARG,2020,Argentina,San Carlos Sud,0.0,,
ARG,2018,Argentina,San Isidro (Argentina),0.0,-68.8122,-32.9775
ARG,2019,Argentina,San Isidro (Argentina),0.0,-68.8122,-32.9775
ARG,2019,Argentina,San Justo,0.0,,
ARG,2020,Argentina,San Justo,0.0,,
ARG,2019,Argentina,San Miguel,756164.42,,
ARG,2020,Argentina,San Miguel,0.0,,
ARG,2019,Argentina,San Nicolás de los Arroyos,3371203.2399999998,,
ARG,2020,Argentina,Santa Anita (Argentina),0.0,,
ARG,2019,Argentina,Santa Fé Ciudad,965990.75,,
ARG,2019,Argentina,Tafi Viejo,106117.73999999999,,
ARG,2019,Argentina,Tapalqué,488563.6,,
ARG,2019,Argentina,Tilisarao,35144.51,,
ARG,2019,Argentina,Totoras,116102.18,,
ARG,2020,Argentina,Transito,0.0,,
ARG,2019,Argentina,Uranga,9847.64,,
ARG,2020,Argentina,Uranga,0.0,,
ARG,2018,Argentina,Vicente López,0.0,-68.833,-32.8941
ARG,2019,Argentina,Vicente López,0.0,-68.833,-32.8941
ARG,2020,Argentina,Vicente López,0.0,-68.833,-32.8941
ARG,2020,Argentina,Villa Amelia,0.0,,
ARG,2020,Argentina,Villa Carlos Paz,0.0,,
ARG,2019,Argentina,Villa Eloisa,0.0,,
ARG,2019,Argentina,Villa General Belgrano,56816.69,,
ARG,2020,Argentina,Villa Gobernador Gálvez,0.0,,
ARG,2019,Argentina,Villa Pehuenia,27616.280000000002,,
ARG,2020,Argentina,Villa de Merlo,0.0,,
ARG,2020,Argentina,Villa de Soto,0.0,,
ARG,2020,Argentina,Villarino,0.0,,
ARG,2019,Argentina,la Ciudad de Paraná,793211.8,,
ARG,2020,Argentina,la Ciudad de Paraná,0.0,,
AUS,2016,Australia,Adelaide,486541.0,138.601,-34.9285
AUS,2017,Australia,Adelaide,573347.0,138.601,-34.9285
AUS,2018,Australia,Adelaide,592144.0,138.601,-34.9285
AUS,2019,Australia,Adelaide,618451.65,138.601,-34.9285
AUS,2020,Australia,Adelaide,0.0,138.601,-34.9285
AUS,2017,Australia,Byron Shire,263199.0,153.533,-28.6534
AUS,2018,Australia,Byron Shire,0.0,153.533,-28.6534
AUS,2019,Australia,Byron Shire,36.0,153.533,-28.6534
AUS,2020,Australia,Byron Shire,0.0,153.533,-28.6534
AUS,2015,Australia,Canberra,3977800.0,149.124,-35.3075
AUS,2016,Australia,Canberra,4003900.0,149.124,-35.3075
AUS,2017,Australia,Canberra,4047600.0,149.124,-35.3075
AUS,2018,Australia,Canberra,3887900.0,149.124,-35.3075
AUS,2019,Australia,Canberra,3367500.0,149.124,-35.3075
AUS,2020,Australia,Canberra,0.0,149.124,-35.3075
AUS,2019,Australia,City of Mandurah,0.0,,
AUS,2020,Australia,City of Mandurah,1114500.0,,
AUS,2018,Australia,City of Melbourne,4404777.0,144.963,-37.8141
AUS,2019,Australia,City of Melbourne,4389341.55,144.963,-37.8141
AUS,2020,Australia,City of Melbourne,0.0,144.963,-37.8141
AUS,2020,Australia,City of Port Phillip,1423300.0,,
AUS,2018,Australia,City of Sydney,3322142.0,151.207,-33.8675
AUS,2019,Australia,City of Sydney,4264405.609999999,151.207,-33.8675
AUS,2020,Australia,City of Sydney,4180487.89,151.207,-33.8675
AUS,2017,Australia,Hobart,338925.0,147.281,-42.8901
AUS,2018,Australia,Hobart,488616.0,147.281,-42.8901
AUS,2019,Australia,Hobart,551821.0,147.281,-42.8901
AUS,2020,Australia,Hobart,0.0,147.281,-42.8901
AUS,2019,Australia,Hobsons Bay City Council,1484675.0499999998,,
AUS,2020,Australia,Hobsons Bay City Council,0.0,,
AUS,2020,Australia,Maribyrnong City Council,0.0,,
AUS,2013,Australia,Melbourne,4155010.0,144.96328,-37.814107
AUS,2014,Australia,Melbourne,6442240.0,144.96328,-37.814107
AUS,2015,Australia,Melbourne,5805437.0,144.96328,-37.814107
AUS,2016,Australia,Melbourne,4372420.0,144.96328,-37.814107
AUS,2017,Australia,Melbourne,5319010.0,144.96328,-37.814107
AUS,2019,Australia,Melton City Council,2363195.0,,
AUS,2019,Australia,Mornington Peninsula Shire,2067212.0,,
AUS,2020,Australia,Mount Barker District Council,0.0,,
AUS,2020,Australia,Newcastle,0.0,,
AUS,2018,Australia,Perth,0.0,115.861,-31.9526
AUS,2019,Australia,Perth,1361270.0,115.861,-31.9526
AUS,2020,Australia,Perth,1361270.0,115.861,-31.9526
AUS,2013,Australia,Sydney,5457064.0,151.2069902,-33.8674869
AUS,2014,Australia,Sydney,5458899.0,151.2069902,-33.8674869
AUS,2015,Australia,Sydney,5052256.0,151.2069902,-33.8674869
AUS,2016,Australia,Sydney,3556529.0,151.2069902,-33.8674869
AUS,2017,Australia,Sydney,3783982.0,151.2069902,-33.8674869
AUS,2020,Australia,Tweed Shire Council,0.0,,
AUS,2020,Australia,West Torrens City Council,0.0,,
AUS,2018,Australia,Wollongong,0.0,150.893,-34.4278
AUS,2019,Australia,Wollongong,2747001.0,150.893,-34.4278
AUS,2020,Australia,Wollongong,0.0,150.893,-34.4278
AUS,2019,Australia,Wyndham City Council,3605229.9099999997,,
AUS,2020,Australia,Wyndham City Council,3605229.9099999997,,
BGD,2018,Bangladesh,Dhaka,0.0,90.4125,23.8103
BGD,2019,Bangladesh,Dhaka,0.0,90.4125,23.8103
BGD,2020,Bangladesh,Dhaka,0.0,90.4125,23.8103
BGD,2020,Bangladesh,Narayanganj City Corporation,0.0,,
BGD,2020,Bangladesh,Rajshahi City Corporation,0.0,,
BGD,2020,Bangladesh,Singra,0.0,,
BEL,2019,Belgium,Brussels,4254080.0,4.34878,50.8505
BEL,2020,Belgium,Brussels,0.0,4.34878,50.8505
BOL,2014,Bolivia,La Paz,1440.5,-68.15,-16.5
BOL,2015,Bolivia,La Paz,1321.4,-68.15,-16.5
BOL,2016,Bolivia,La Paz,1426533.8,-68.15,-16.5
BOL,2019,Bolivia,La Paz (Bolivia),0.0,-68.15,-16.5
BOL,2020,Bolivia,La Paz (Bolivia),0.0,-68.15,-16.5
BOL,2018,Bolivia,Tarija,0.0,-63.4884,-21.2666
BOL,2019,Bolivia,Tarija,0.0,-63.4884,-21.2666
BOL,2020,Bolivia,Tarija,0.0,-63.4884,-21.2666
BRA,2018,Brazil,Angra dos Reis,0.0,-44.2442,-22.9983
BRA,2019,Brazil,Angra dos Reis,0.0,-44.2442,-22.9983
BRA,2020,Brazil,Angra dos Reis,0.0,-44.2442,-22.9983
BRA,2018,Brazil,Aparecida,0.0,-41.6667,-20.7
BRA,2019,Brazil,Aparecida,0.0,-41.6667,-20.7
BRA,2020,Brazil,Aparecida,0.0,-41.6667,-20.7
BRA,2018,Brazil,Aparecida de Goiânia,0.0,-49.2648,-16.6869
BRA,2018,Brazil,Aracaju,1038096.0,-37.0731,-10.9472
BRA,2019,Brazil,Aracaju,1127628.0,-37.0731,-10.9472
BRA,2020,Brazil,Aracaju,0.0,-37.0731,-10.9472
BRA,2018,Brazil,Araraquara,0.0,-48.1766,-21.7946
BRA,2018,Brazil,Araçatuba,0.0,-50.4328,-21.2089
BRA,2019,Brazil,Araçatuba,0.0,-50.4328,-21.2089
BRA,2020,Brazil,Araçatuba,0.0,-50.4328,-21.2089
BRA,2019,Brazil,Barueri,0.0,,
BRA,2018,Brazil,Bayeux,0.0,-34.9268,-7.12505
BRA,2013,Brazil,Belo Horizonte,2878873.0,-43.9345,-19.9167
BRA,2014,Brazil,Belo Horizonte,2878873.0,-43.9345,-19.9167
BRA,2015,Brazil,Belo Horizonte,3241713.0,-43.9345,-19.9167
BRA,2016,Brazil,Belo Horizonte,3241713.0,-43.9345,-19.9167
BRA,2017,Brazil,Belo Horizonte,4494883.0,-43.9345,-19.9167
BRA,2018,Brazil,Belo Horizonte,3766197.0,-43.9345,-19.9167
BRA,2019,Brazil,Belo Horizonte,4393300.86,-43.9345,-19.9167
BRA,2020,Brazil,Belo Horizonte,0.0,-43.9345,-19.9167
BRA,2018,Brazil,Belém,0.0,28.3111,-28.2423
BRA,2019,Brazil,Belém,0.0,28.3111,-28.2423
BRA,2018,Brazil,Bertioga,0.0,-46.0599,-23.8081
BRA,2019,Brazil,Bertioga,0.0,-46.0599,-23.8081
BRA,2020,Brazil,Bertioga,0.0,-46.0599,-23.8081
BRA,2015,Brazil,Betim,5636953.0,-44.2012,-19.9673
BRA,2017,Brazil,Betim,1763018.0,-44.2012,-19.9673
BRA,2018,Brazil,Betim,0.0,-44.2012,-19.9673
BRA,2019,Brazil,Betim,0.0,-44.2012,-19.9673
BRA,2020,Brazil,Betim,0.0,-44.2012,-19.9673
BRA,2019,Brazil,Blumenau,0.0,-49.0717,-26.9166
BRA,2018,Brazil,Boa Vista,0.0,-60.6779,2.83067
BRA,2019,Brazil,Boa Vista,0.0,-60.6779,2.83067
BRA,2020,Brazil,Boa Vista,0.0,-60.6779,2.83067
BRA,2018,Brazil,Bonito,0.0,-56.4894,-21.1254
BRA,2018,Brazil,Botucatu,0.0,-48.4441,-22.8852
BRA,2019,Brazil,Botucatu,0.0,-48.4441,-22.8852
BRA,2020,Brazil,Botucatu,0.0,-48.4441,-22.8852
BRA,2016,Brazil,Brasília,773983.0,-47.882166,-15.794229
BRA,2017,Brazil,Brasília,7739830.0,-47.882166,-15.794229
BRA,2018,Brazil,Brotas,0.0,-48,-22
BRA,2018,Brazil,Brumadinho,0.0,-44.1982,-20.1427
BRA,2019,Brazil,Brumadinho,0.0,-44.1982,-20.1427
BRA,2020,Brazil,Brumadinho,0.0,-44.1982,-20.1427
BRA,2018,Brazil,Brusque,0.0,-48.9207,-27.0936
BRA,2019,Brazil,Brusque,0.0,-48.9207,-27.0936
BRA,2020,Brazil,Brusque,0.0,-48.9207,-27.0936
BRA,2019,Brazil,Cabreúva,0.0,-47.1367,-23.3058
BRA,2020,Brazil,Cabreúva,0.0,-47.1367,-23.3058
BRA,2018,Brazil,Caieiras,0.0,-46.7402,-23.3612
BRA,2020,Brazil,Caieiras,0.0,-46.7402,-23.3612
BRA,2018,Brazil,Cajamar,0.0,-46.8725,-23.3646
BRA,2018,Brazil,Campina Grande,0.0,-35.8808,-7.2291
BRA,2019,Brazil,Campina Grande,0.0,-35.8808,-7.2291
BRA,2020,Brazil,Campina Grande,0.0,-35.8808,-7.2291
BRA,2018,Brazil,Campinas,0.0,-46.9372,-22.744
BRA,2019,Brazil,Campinas,2663901.4299999997,-46.9372,-22.744
BRA,2020,Brazil,Campinas,0.0,-46.9372,-22.744
BRA,2019,Brazil,Campo Grande,0.0,-37.7142,-7.10801
BRA,2020,Brazil,Campo Grande,0.0,-37.7142,-7.10801
BRA,2019,Brazil,Campos de Goytacazes,0.0,-41.2683,-21.8323
BRA,2020,Brazil,Campos de Goytacazes,0.0,-41.2683,-21.8323
BRA,2018,Brazil,Canoas,0.0,-51.1862,-29.9133
BRA,2019,Brazil,Canoas,0.0,-51.1862,-29.9133
BRA,2020,Brazil,Canoas,0.0,-51.1862,-29.9133
BRA,2019,Brazil,Capivari,0.0,,
BRA,2020,Brazil,Capivari,0.0,,
BRA,2020,Brazil,Caruaru,0.0,,
BRA,2019,Brazil,Cerquilho,0.0,-47.7463,-23.167
BRA,2020,Brazil,Cerquilho,0.0,-47.7463,-23.167
BRA,2018,Brazil,Cioeste,0.0,-46.8729,-23.5114
BRA,2019,Brazil,Contagem,0.0,,
BRA,2020,Brazil,Contagem,0.0,,
BRA,2018,Brazil,Cotriguaçu,0.0,-58.5544,-9.86825
BRA,2018,Brazil,Cruzeiro do Sul,0.0,-72.6761,-7.62799
BRA,2019,Brazil,Cruzeiro do Sul,0.0,-72.6761,-7.62799
BRA,2020,Brazil,Cruzeiro do Sul,0.0,-72.6761,-7.62799
BRA,2019,Brazil,Cubatão,0.0,-46.4234,-23.8994
BRA,2019,Brazil,Cuiabá,0.0,-52.2663,-15.882
BRA,2020,Brazil,Cuiabá,0.0,-52.2663,-15.882
BRA,2014,Brazil,Curitiba,3028301.0,-49.2647,-25.4311
BRA,2016,Brazil,Curitiba,3036279.0,-49.2647,-25.4311
BRA,2017,Brazil,Curitiba,4125853.0,-49.2647,-25.4311
BRA,2018,Brazil,Curitiba,3650846.0,-49.2647,-25.4311
BRA,2019,Brazil,Curitiba,4345663.0,-49.2647,-25.4311
BRA,2020,Brazil,Curitiba,3505046.0,-49.2647,-25.4311
BRA,2020,Brazil,Duque de Caxias,0.0,-43.3033,-22.8062
BRA,2017,Brazil,Extrema,131931.0,-46.328,-22.8403
BRA,2018,Brazil,Extrema,131920.91999999998,-46.328,-22.8403
BRA,2019,Brazil,Extrema,0.0,-46.328,-22.8403
BRA,2020,Brazil,Extrema,0.0,-46.328,-22.8403
BRA,2019,Brazil,Fernandópolis,0.0,-50.2475,-20.2858
BRA,2020,Brazil,Fernandópolis,0.0,-50.2475,-20.2858
BRA,2014,Brazil,Florianópolis,441664.0,-48.5482,-27.595
BRA,2015,Brazil,Florianópolis,2099020.0,-48.5482,-27.595
BRA,2016,Brazil,Florianópolis,1450465.0,-48.5482,-27.595
BRA,2017,Brazil,Florianópolis,740635.0,-48.5482,-27.595
BRA,2018,Brazil,Florianópolis,1358385.0,-48.5482,-27.595
BRA,2019,Brazil,Florianópolis,1358385.0,-48.5482,-27.595
BRA,2020,Brazil,Florianópolis,1358385.0,-48.5482,-27.595
BRA,2018,Brazil,Fortaleza,4559979.4095,-48.3936,-10.7183
BRA,2019,Brazil,Fortaleza,0.0,-48.3936,-10.7183
BRA,2020,Brazil,Fortaleza,0.0,-48.3936,-10.7183
BRA,2018,Brazil,Franco da Rocha,0.0,-46.732,-23.3094
BRA,2019,Brazil,Franco da Rocha,0.0,-46.732,-23.3094
BRA,2014,Brazil,Goiânia,2016320.0,-49.2648,-16.6869
BRA,2015,Brazil,Goiânia,2016320.0,-49.2648,-16.6869
BRA,2016,Brazil,Goiânia,2016320.0,-49.2648,-16.6869
BRA,2017,Brazil,Goiânia,2016320.0,-49.2648,-16.6869
BRA,2018,Brazil,Goiânia,0.0,-49.2648,-16.6869
BRA,2019,Brazil,Goiânia,0.0,-49.2648,-16.6869
BRA,2020,Brazil,Goiânia,0.0,-49.2648,-16.6869
BRA,2016,Brazil,Guaratinguetá,548195.98,-45.19422,-22.808027
BRA,2018,Brazil,Guarujá,0.0,-46.2569,-23.9946
BRA,2019,Brazil,Guarujá,0.0,-46.2569,-23.9946
BRA,2020,Brazil,Guarujá,0.0,-46.2569,-23.9946
BRA,2019,Brazil,Guarulhos,0.0,-46.5338,-23.4542
BRA,2020,Brazil,Guarulhos,0.0,-46.5338,-23.4542
BRA,2019,Brazil,Itatiba,0.0,-23,46.5
BRA,2020,Brazil,Itatiba,0.0,-23,46.5
BRA,2018,Brazil,Jahu,0.0,-48.5755,-22.3028
BRA,2019,Brazil,Jahu,0.0,-48.5755,-22.3028
BRA,2019,Brazil,Joinville,0.0,-48.8407,-26.301
BRA,2018,Brazil,João Pessoa,2504267.0,-34.8639,-7.16882
BRA,2019,Brazil,João Pessoa,2837499.0,-34.8639,-7.16882
BRA,2020,Brazil,João Pessoa,2837499.0,-34.8639,-7.16882
BRA,2018,Brazil,Juruena,0.0,-58.3589,-10.3178
BRA,2018,Brazil,Limeira,0.0,-47.3974,-22.5665
BRA,2019,Brazil,Limeira,0.0,-47.3974,-22.5665
BRA,2020,Brazil,Limeira,0.0,-47.3974,-22.5665
BRA,2018,Brazil,Londrina,1264906.0,-51.1505,-23.3356
BRA,2019,Brazil,Londrina,1197555.0,-51.1505,-23.3356
BRA,2020,Brazil,Londrina,1122692.0,-51.1505,-23.3356
BRA,2018,Brazil,Lorena,0.0,-45.1201,-22.7339
BRA,2019,Brazil,Lorena,0.0,-45.1201,-22.7339
BRA,2020,Brazil,Lorena,0.0,-45.1201,-22.7339
BRA,2018,Brazil,Maceió,0.0,-35.718,-9.67342
BRA,2019,Brazil,Maceió,0.0,-35.718,-9.67342
BRA,2020,Brazil,Maceió,0.0,-35.718,-9.67342
BRA,2019,Brazil,Mairiporã,0.0,-46.5885,-23.318
BRA,2019,Brazil,Manaus,0.0,-60.0217,-3.11902
BRA,2019,Brazil,Maringá,0.0,-51.9383,-23.4257
BRA,2020,Brazil,Maringá,0.0,-51.9383,-23.4257
BRA,2020,Brazil,Morungaba,0.0,-46.7929,-22.8767
BRA,2019,Brazil,Municipality of Terra Nova do Norte,297.0,,
BRA,2019,Brazil,Município de Itacoatiara,0.0,,
BRA,2020,Brazil,Município de Itacoatiara,0.0,,
BRA,2018,Brazil,Natal,0.0,-35.2009,-5.77925
BRA,2019,Brazil,Natal,0.0,-35.2009,-5.77925
BRA,2017,Brazil,Niterói,1729602.0,-43.1184,-22.8928
BRA,2018,Brazil,Niterói,1134407.8,-43.1184,-22.8928
BRA,2019,Brazil,Niterói,1729602.0,-43.1184,-22.8928
BRA,2020,Brazil,Niterói,1729602.0,-43.1184,-22.8928
BRA,2018,Brazil,Olímpia,0.0,-48.9111,-20.7371
BRA,2018,Brazil,Osasco,0.0,23.5328,46.7919
BRA,2019,Brazil,Osasco,0.0,23.5328,46.7919
BRA,2020,Brazil,Osasco,0.0,23.5328,46.7919
BRA,2016,Brazil,Palmas,625391.59,-48.3243,-10.2491
BRA,2019,Brazil,Palmas,0.0,-48.3243,-10.2491
BRA,2020,Brazil,Palmas,0.0,-48.3243,-10.2491
BRA,2020,Brazil,Petrolina,0.0,-40.5079,-9.3835
BRA,2018,Brazil,Pirenópolis,0.0,-48.9595,-15.8545
BRA,2019,Brazil,Pirenópolis,0.0,-48.9595,-15.8545
BRA,2016,Brazil,Porto Alegre,2829128.0,51,30
BRA,2018,Brazil,Porto Alegre,2351195.0,51,30
BRA,2019,Brazil,Porto Alegre,0.0,51,30
BRA,2020,Brazil,Porto Alegre,0.0,51,30
BRA,2019,Brazil,Porto Feliz,0.0,-47.5137,-23.2102
BRA,2017,Brazil,Porto Velho,,-40.3776,-20.3338
BRA,2018,Brazil,Porto Velho,17164389.21,-40.3776,-20.3338
BRA,2019,Brazil,Porto Velho,0.0,-40.3776,-20.3338
BRA,2020,Brazil,Porto Velho,0.0,-40.3776,-20.3338
BRA,2019,Brazil,Prefeitura de Alexânia,0.0,,
BRA,2020,Brazil,Prefeitura de Alexânia,0.0,,
BRA,2020,Brazil,Prefeitura de Anapolis,0.0,,
BRA,2019,Brazil,Prefeitura de Assis,0.0,,
BRA,2019,Brazil,Prefeitura de Boa Ventura,0.0,,
BRA,2020,Brazil,Prefeitura de Boa Ventura,0.0,,
BRA,2019,Brazil,Prefeitura de Brasiléia,0.0,,
BRA,2020,Brazil,Prefeitura de Brasiléia,0.0,,
BRA,2019,Brazil,Prefeitura de Carnaúba dos Dantas,0.0,,
BRA,2020,Brazil,Prefeitura de Carnaúba dos Dantas,0.0,,
BRA,2020,Brazil,Prefeitura de Conde (Paraíba),0.0,,
BRA,2019,Brazil,Prefeitura de Cordeirópolis,0.0,,
BRA,2020,Brazil,Prefeitura de Cordeirópolis,0.0,,
BRA,2019,Brazil,Prefeitura de Cáceres,0.0,,
BRA,2020,Brazil,Prefeitura de Cáceres,0.0,,
BRA,2020,Brazil,Prefeitura de Dois Irmãos,0.0,,
BRA,2019,Brazil,Prefeitura de Epitaciolândia,0.0,,
BRA,2019,Brazil,Prefeitura de Fraiburgo,0.0,,
BRA,2020,Brazil,Prefeitura de Goiás (Goiás Velho),0.0,,
BRA,2019,Brazil,Prefeitura de Guanhães,0.0,,
BRA,2020,Brazil,Prefeitura de Guanhães,0.0,,
BRA,2019,Brazil,Prefeitura de Igarassu,0.0,,
BRA,2019,Brazil,Prefeitura de Indiaroba,0.0,,
