Unnamed: 0,City,Country,Year,TotalEmissions,Longitude,Latitude,Account Number,Population,LandArea(sqkm),HDI,GINI,Overall Score (GDP),Property Rights,Government Integrity,Judicial Effectiveness,Tax Burden,Government Spending,Fiscal Health,Business Freedom,Labor Freedom,Monetary Freedom,Trade Freedom,Investment Freedom,Financial Freedom,Country_Code
124,Sydney,Australia,2006,5457064.0,151.2069902,-33.8674869,31114,227878.8,26.0,0.909,34.48571428571428,79.9,90.0,88.0,90.93333333333334,58.9,62.2,85.03333333333332,90.9,86.5,85.0,77.4,70.0,90.0,AUS
657,Santarem,Portugal,2006,331717.0,-8.685994,39.236669,50672,61476.0,553.0,0.811,38.1,62.9,70.0,63.0,69.25714285714285,64.0,29.7,42.73571428571429,73.3,42.2,84.4,82.4,70.0,50.0,PRT
820,Pingtung County,Taiwan,2006,411260.0,120.54876,22.551976,57347,829113.6,2775.0,0.869885505257732,38.87940929917293,69.7,70.0,56.0,69.2,75.8,84.0,90.8,73.0,47.3,88.8,81.8,70.0,50.0,TWN
945,Washington DC,United States,2006,10500000.0,-77.03687070000001,38.9071923,31090,690274.4,158.0,0.903,41.4,81.2,90.0,75.0,76.0,68.9,61.1,54.05,93.2,97.8,85.0,81.4,70.0,90.0,USA
999,Miami,United States,2006,4762364.27,-80.20404350000001,25.7890972,35870,469438.5,3694.751717089304,0.903,41.4,81.2,90.0,75.0,76.50288600288599,68.9,61.1,54.01551226551214,93.2,97.8,85.0,81.4,70.0,90.0,USA
1226,Montevideo,Uruguay,2006,4242000.0,-56.1645314,-34.90111270000001,42388,692406283.0,3694.751717089304,0.763,45.9,65.3,70.0,62.0,67.76822911104446,86.1,45.8,64.32249647213447,63.9,76.3,73.0,76.4,70.0,30.0,URY
434,Athens,Greece,2007,4471000.0,23.727539,37.98381,31149,664046.0,39.0,0.857,34.0,58.7,50.0,43.0,57.55,62.4,53.4,64.3,69.7,58.0,78.4,81.6,50.0,40.0,GRC
504,Ferrara,Italy,2007,1582605.13,11.6189949,44.8357395,36286,132582.0,404.0,0.874,32.9,62.8,50.0,50.0,56.86666666666665,52.8,31.5,67.24666666666666,77.0,74.4,80.5,81.6,70.0,60.0,ITA
634,Warsaw,Poland,2007,10727200.0,21.0122287,52.2296756,31185,1695805.75,517.0,0.824,34.0,58.1,50.0,34.0,58.0,68.6,44.8,76.1,55.3,61.4,80.3,86.6,50.0,50.0,POL
654,Seixal,Portugal,2007,415526.0,-46.58287670000001,-23.4266216,50667,3041410.942493827,3694.751717089304,0.814,36.8,64.0,70.0,65.0,69.25714285714285,62.3,35.4,42.73571428571429,78.6,41.5,80.4,86.6,70.0,50.0,PRT
706,Cape Town,South Africa,2007,20550175.0,18.4240553,-33.9248685,35858,4145917.2,2461.0,0.632,63.10000000000001,63.5,50.0,45.0,62.8,69.7,79.2,72.3,70.4,58.5,78.8,73.8,50.0,60.0,ZAF
952,Houston,United States,2007,37031473.0,-95.36938959999999,29.7601927,31108,2302199.6,1625.0,0.906,40.8,81.2,90.0,76.0,78.6,69.0,60.3,53.1,91.4,94.7,83.8,86.6,80.0,80.0,USA
1077,Lakewood,United States,2007,1727870.0,-105.0814,39.7047,54075,153620.0,114.0,0.906,40.8,81.2,90.0,76.0,76.9,69.0,60.3,54.8,91.4,94.7,83.8,86.6,80.0,80.0,USA
1128,"Lake Forest, IL",United States,2007,402364.0,-87.840625,42.258634,57616,19455.0,45.0,0.906,40.8,81.2,90.0,76.0,76.50288600288599,69.0,60.3,54.01551226551214,91.4,94.7,83.8,86.6,80.0,80.0,USA
161,Curitiba,Brazil,2008,3515890.0,-62.7288829,8.309021000000001,31156,1822952.0,434.0,0.717,54.0,56.2,50.0,33.0,50.88260869565219,68.6,55.5,18.70434782608696,54.0,63.9,75.7,70.8,50.0,40.0,BRA
213,Vancouver,Canada,2008,2800000.0,-123.1139268,49.261226,20113,631418.0,115.0,0.898,33.5,80.2,90.0,85.0,75.76666666666667,75.5,53.7,81.53333333333333,96.7,82.7,81.0,87.0,70.0,80.0,CAN
221,Toronto,Canada,2008,25100000.0,-79.3831843,43.653226,31117,2833632.0,634.0,0.898,33.3,80.2,90.0,85.0,77.1,75.5,53.7,81.2,96.7,82.7,81.0,87.0,70.0,80.0,CAN
284,"Ajax, ON",Canada,2008,538836.0,-79.02037299999999,43.850855,60602,114638.5,67.1,0.898,33.2,80.2,90.0,85.0,77.0816091954023,75.5,53.7,81.20804597701147,96.7,82.7,81.0,87.0,70.0,80.0,CAN
410,Berlin,Germany,2008,20764000.0,13.404954,52.5200066,31153,3644899.0,3694.751717089304,0.924,31.1,70.6,90.0,80.0,79.5,58.4,34.0,89.9,89.9,46.3,81.4,86.0,80.0,60.0,DEU
518,Yokohama,Japan,2008,19787000.0,139.6380256,35.4437078,31113,12136443.25,437.0,0.883,34.8,73.0,70.0,76.0,73.5,70.3,56.2,29.4,88.1,85.1,94.3,80.0,60.0,50.0,JPN
655,Fafe,Portugal,2008,179262.0,-8.172861900000001,41.4508217,50671,49992.0,219.0,0.817,36.6,63.9,70.0,66.0,69.25714285714285,61.3,32.6,42.73571428571429,80.5,43.1,79.4,86.0,70.0,50.0,PRT
943,Seattle,United States,2008,7042000.0,-122.3320708,47.6062095,16581,705538.0,3692.0,0.911,40.8,81.0,90.0,73.0,76.50288600288599,68.3,59.8,54.01551226551214,92.6,95.4,83.7,86.8,80.0,80.0,USA
1003,Pittsburgh,United States,2008,6000000.79,-79.9958864,40.44062479999999,35877,303376.0,151.0,0.911,40.8,81.0,90.0,73.0,76.9,68.3,59.8,54.8,92.6,95.4,83.7,86.8,80.0,80.0,USA
1012,San Diego,United States,2008,12500000.0,-117.1610838,32.715738,35884,1406976.0,964.5,0.911,40.8,81.0,90.0,73.0,76.50288600288599,68.3,59.8,54.01551226551214,92.6,95.4,83.7,86.8,80.0,80.0,USA
1131,West Hollywood,United States,2008,583213.0,-118.3617,34.09,58357,34399.0,5.0,0.911,40.8,81.0,90.0,73.0,76.9,68.3,59.8,54.8,92.6,95.4,83.7,86.8,80.0,80.0,USA
115,Melbourne,Australia,2009,4870289.0,144.96328,-37.814107,31109,154863.4,38.0,0.928,34.55,82.6,90.0,86.0,90.93333333333334,61.4,64.3,85.03333333333332,90.5,94.7,84.7,84.8,80.0,90.0,AUS
168,São Paulo,Brazil,2009,15115000.0,-46.6333094,-23.5505199,31184,5632378.2515,3694.751717089304,0.719,53.7,56.7,50.0,35.0,49.7,65.8,50.3,22.8,54.4,62.7,77.2,71.6,50.0,50.0,BRA
233,Montreal,Canada,2009,13722942.0,-73.5539925,45.50866989999999,35894,1954472.75,500.0,0.898,33.56666666666667,80.5,90.0,87.0,77.0816091954023,76.6,53.7,81.20804597701147,96.5,81.9,80.8,88.2,70.0,80.0,CAN
247,Halifax,Canada,2009,6055574.0,-63.5714,44.6478,50543,431669.5,3694.751717089304,0.898,32.7,80.5,90.0,87.0,77.0816091954023,76.6,53.7,81.20804597701147,96.5,81.9,80.8,88.2,70.0,80.0,CAN
288,Santiago,Chile,2009,19592190.0,-70.641997,-33.4691199,31180,7399031.6,15403.0,0.822,47.0,78.3,90.0,70.0,59.925,78.2,90.1,91.45,66.3,75.0,77.3,85.8,80.0,70.0,CHL
400,Paris,France,2009,24600000.0,2.3522219,48.856614,31175,2242245.333333333,105.0,0.876,32.7,63.3,70.0,73.0,72.7,50.9,14.5,60.8,87.4,54.5,71.7,80.8,60.0,70.0,FRA
411,Berlin,Germany,2009,20168000.0,13.404954,52.5200066,31153,3644899.0,3694.751717089304,0.924,30.5,70.5,90.0,78.0,79.5,58.5,38.2,89.9,90.3,43.4,80.8,85.8,80.0,60.0,DEU
418,Hamburg,Germany,2009,16951242.0,9.993681800000001,53.5510846,35868,1775099.5,755.0,0.924,30.5,70.5,90.0,78.0,79.2,58.5,38.2,90.07999999999998,90.3,43.4,80.8,85.8,80.0,60.0,DEU
448,Hong Kong,Hong Kong,2009,42900000.0,114.1398015,22.2880809,31169,7398480.0,1104.0,0.901,38.87940929917293,90.0,90.0,83.0,84.3,93.4,93.1,100.0,92.7,86.3,86.2,95.0,90.0,90.0,HKG
501,Bologna,Italy,2009,2270524.7,11.3547975,44.48560870000001,36274,259068.7536666667,140.0,0.876,33.8,61.4,50.0,52.0,56.86666666666665,55.8,24.7,67.24666666666666,78.7,61.3,80.8,80.8,70.0,60.0,ITA
512,Tokyo,Japan,2009,62178462.0,139.6917064,35.6894875,31111,13765448.2,2188.0,0.882,33.04444444444444,72.8,70.0,75.0,73.5,67.5,61.1,29.4,85.8,82.5,93.6,82.0,60.0,50.0,JPN
641,Torres Vedras ,Portugal,2009,260331.0,-9.30148,38.763669,19233,79465.0,407.0,0.823,34.9,64.9,70.0,65.0,69.25714285714285,61.6,35.4,42.73571428571429,81.1,40.3,79.9,85.8,70.0,60.0,PRT
643,Lisbon,Portugal,2009,3189867.0,-9.1393366,38.7222524,36159,547753.0,85.0,0.823,34.9,64.9,70.0,65.0,70.1,61.6,35.4,46.0,81.1,40.3,79.9,85.8,70.0,60.0,PRT
650,Porto,Portugal,2009,1020000.0,-8.6291053,41.1579438,46514,238272.5,42.0,0.823,34.9,64.9,70.0,65.0,68.9,61.6,35.4,32.1,81.1,40.3,79.9,85.8,70.0,60.0,PRT
676,Coruche,Portugal,2009,69737.0,-8.524822,38.960306,832909,18126.0,3694.751717089304,0.823,34.9,64.9,70.0,65.0,69.25714285714285,61.6,35.4,42.73571428571429,81.1,40.3,79.9,85.8,70.0,60.0,PRT
738,Madrid,Spain,2009,13139000.0,-3.7037902,40.4167754,31171,2397950.5,604.0,0.865,34.9,70.1,70.0,67.0,53.9,58.6,55.3,26.9,76.8,48.3,78.9,85.8,80.0,80.0,ESP
753,Stockholm,Sweden,2009,2852000.0,18.0685808,59.3293235,3429,938398.0,216.0,0.905,27.3,70.5,90.0,93.0,85.2,35.0,7.3,94.75,95.9,55.5,82.1,85.8,80.0,80.0,SWE
875,Manchester,United Kingdom,2009,15902000.0,-2.2484851,53.479324,35898,2802263.75,1277.0,0.906,34.3,79.0,90.0,84.0,93.0,61.0,40.3,40.4,89.8,78.5,80.4,85.8,90.0,90.0,GBR
1013,San Diego,United States,2009,12624227.0,-117.1610838,32.715738,35884,1406976.0,964.5,0.912,40.6,80.7,90.0,72.0,76.50288600288599,67.5,59.6,54.01551226551214,91.9,95.1,84.0,86.8,80.0,80.0,USA
1,Buenos Aires,Argentina,2010,9258902.77,-58.3815931,-34.6037232,31155,3016817.0,202.0,0.829,43.6,51.2,20.0,29.0,39.6,69.5,75.6,56.4,62.1,50.1,61.2,69.5,45.0,30.0,ARG
116,Melbourne,Australia,2010,4155010.0,144.96328,-37.814107,31109,154863.4,38.0,0.93,34.7,82.6,90.0,87.0,90.93333333333334,61.4,64.9,85.03333333333332,90.3,94.9,82.7,85.1,80.0,90.0,AUS
170,Belo Horizonte,Brazil,2010,2878873.0,-43.9333,-19.9167,35848,2463719.666666667,331.0,0.727,52.52500000000001,55.6,50.0,35.0,50.88260869565219,68.4,50.3,18.70434782608696,54.5,57.5,75.8,69.2,45.0,50.0,BRA
185,Goiânia,Brazil,2010,2016320.0,-49.2647943,-16.6868912,42123,300399629.4,739.0,0.727,53.3,55.6,50.0,35.0,49.7,68.4,50.3,22.8,54.5,57.5,75.8,69.2,45.0,50.0,BRA
191,Vitória,Brazil,2010,2798291.18,-40.3776,-20.3338,50392,352190.75,98194.0,0.727,53.3,55.6,50.0,35.0,49.7,68.4,50.3,22.8,54.5,57.5,75.8,69.2,45.0,50.0,BRA
282,North Vancouver,Canada,2010,196840.0,-123.07328,49.32699,59669,52622.0,11.8,0.901,33.6,80.4,90.0,87.0,77.0816091954023,76.7,54.1,81.20804597701147,96.5,81.5,75.4,88.1,75.0,80.0,CAN
289,Santiago,Chile,2010,19592190.0,-70.641997,-33.4691199,31180,7399031.6,15403.0,0.803,46.4,77.2,85.0,69.0,59.925,77.5,89.6,91.45,64.8,75.4,73.0,88.0,80.0,70.0,CHL
305,Santiago de Cali,Colombia,2010,4174608.0,-76.53198499999999,3.451647,36037,2420340.5,566.0,0.729,54.6,65.5,50.0,38.0,30.94,74.3,74.8,83.84000000000002,83.6,72.7,74.0,72.5,55.0,60.0,COL
312,Tulua,Colombia,2010,208681.0,-76.19793,4.086180000000001,69967,209086.0,910.0,0.729,54.6,65.5,50.0,38.0,30.94,74.3,74.8,83.84000000000002,83.6,72.7,74.0,72.5,55.0,60.0,COL
332,Copenhagen,Denmark,2010,2515250.0,12.5683371,55.6760968,31009,604991.5,86.0,0.917,27.2,77.9,90.0,93.0,83.6,35.9,22.0,96.7,97.9,93.7,79.3,87.5,90.0,90.0,DNK
380,Helsinki,Finland,2010,3222900.0,24.9410248,60.17332439999999,8242,639758.4,214.0,0.916,27.7,73.8,90.0,90.0,82.2,65.4,32.9,81.6,95.0,43.8,78.9,87.5,75.0,80.0,FIN
403,Nice,France,2010,3352154.0,7.261953,43.710173,50220,550000.0,1400.0,0.879,33.7,64.2,80.0,69.0,72.7,51.9,17.9,57.0,86.3,54.7,79.7,82.5,50.0,70.0,FRA
412,Berlin,Germany,2010,21299000.0,13.404954,52.5200066,31153,3644899.0,3694.751717089304,0.927,30.2,71.1,90.0,79.0,79.5,58.3,41.4,89.9,89.6,39.9,79.9,87.5,85.0,60.0,DEU
419,Hamburg,Germany,2010,18286235.0,9.993681800000001,53.5510846,35868,1775099.5,755.0,0.927,30.2,71.1,90.0,79.0,79.2,58.3,41.4,90.07999999999998,89.6,39.9,79.9,87.5,85.0,60.0,DEU
449,Hong Kong,Hong Kong,2010,41500000.0,114.1398015,22.2880809,31169,7398480.0,1104.0,0.904,38.87940929917293,89.7,90.0,81.0,84.3,93.0,93.7,100.0,98.7,87.4,83.1,90.0,90.0,90.0,HKG
476,Tarakan,Indonesia,2010,492164.23,117.578505,3.32736,73750,249405.0,3694.751717089304,0.665,36.4,55.5,30.0,26.0,43.85714285714285,81.9,89.1,89.5142857142857,53.1,50.8,70.8,77.9,35.0,40.0,IDN
481,Rome,Italy,2010,10008879.0,12.4801802,41.8723889,31110,2148980.4035,1285.0,0.879,34.7,62.7,55.0,48.0,56.86666666666665,55.2,31.2,67.24666666666666,77.9,58.2,79.0,87.5,75.0,60.0,ITA
519,Yokohama,Japan,2010,19051000.0,139.6380256,35.4437078,31113,12136443.25,437.0,0.887,32.1,72.9,80.0,73.0,73.5,67.2,61.1,29.4,84.5,82.4,88.8,82.4,60.0,50.0,JPN
526,Nagoya,Japan,2010,13650000.0,136.906398,35.1814464,35902,2288790.5,326.0,0.887,32.1,72.9,80.0,73.0,73.20625,67.2,61.1,29.79999999999999,84.5,82.4,88.8,82.4,60.0,50.0,JPN
553,Mexico City,Mexico,2010,26232831.0,-102.552784,23.634501,31172,8916511.666666666,1485.0,0.748,47.2,68.3,50.0,36.0,39.0,83.5,85.2,69.8,83.0,61.9,76.3,82.0,65.0,60.0,MEX
564,Cuernevaca,Mexico,2010,1131908.75,-102.8263312111111,23.0103451,50366,3041410.942493827,3694.751717089304,0.748,47.2,68.3,50.0,36.0,39.0,83.5,85.2,69.8,83.0,61.9,76.3,82.0,65.0,60.0,MEX
567,Chihuahua,Mexico,2010,14330261.0,-106.076272,28.636857,50375,871498.75,8384.0,0.748,47.2,68.3,50.0,36.0,39.0,83.5,85.2,69.8,83.0,61.9,76.3,82.0,65.0,60.0,MEX
569,Xalapa,Mexico,2010,1642939.38,-98.7556,20.1318,832009,480841.0,3694.751717089304,0.748,47.2,68.3,50.0,36.0,39.0,83.5,85.2,69.8,83.0,61.9,76.3,82.0,65.0,60.0,MEX
575,Amsterdam,Netherlands,2010,5045000.0,4.895167900000001,52.3702157,31148,848091.25,219.0,0.917,27.8,75.0,90.0,89.0,71.64999999999999,52.0,38.4,85.16666666666667,82.6,59.1,81.0,87.5,90.0,80.0,NLD
579,Rotterdam,Netherlands,2010,29608297.0,4.4777325,51.9244201,31179,481798.1165,208.0,0.917,27.8,75.0,90.0,89.0,72.0,52.0,38.4,85.6,82.6,59.1,81.0,87.5,90.0,80.0,NLD
628,Parañaque,Philippines,2010,788108.0,121.019823,14.479309,54356,690266.0,46.6,0.671,44.6,56.3,30.0,23.0,37.1,78.8,91.2,97.2,48.1,51.9,72.7,77.8,40.0,50.0,PHL
629,Batangas,Philippines,2010,457288.0,121.058308,13.756465,59996,343314.0,285.0,0.671,44.6,56.3,30.0,23.0,37.1,78.8,91.2,97.2,48.1,51.9,72.7,77.8,40.0,50.0,PHL
644,Lisbon,Portugal,2010,3133805.0,-9.1393366,38.7222524,36159,547753.0,85.0,0.829,35.8,64.4,70.0,61.0,70.1,61.0,37.1,46.0,80.5,37.0,79.7,87.5,70.0,60.0,PRT
659,Faro,Portugal,2010,265.85,19.1424789,57.9441874,50673,61059.0,202570.0,0.829,35.8,64.4,70.0,61.0,69.25714285714285,61.0,37.1,42.73571428571429,80.5,37.0,79.7,87.5,70.0,60.0,PRT
664,Cascais,Portugal,2010,565382.0,-9.422294500000001,38.6970565,50680,210298.0,97.0,0.829,35.8,64.4,70.0,61.0,69.25714285714285,61.0,37.1,42.73571428571429,80.5,37.0,79.7,87.5,70.0,60.0,PRT
694,Singapore,Singapore,2010,46831860.0,103.819836,1.352083,35993,5616666.666666667,719.0,0.909,38.87940929917293,86.1,90.0,92.0,91.5,90.7,95.3,80.7,98.2,98.9,80.9,90.0,75.0,50.0,SGP
712,Durban,South Africa,2010,25962074.0,31.0218404,-29.8586804,35863,10652765.4,2292.0,0.664,63.4,62.8,50.0,49.0,63.24285714285715,69.1,76.8,72.62857142857142,73.0,59.0,70.2,76.0,45.0,60.0,ZAF
727,Seoul,South Korea,2010,49750736.0,126.9779692,37.56653499999999,31187,10127427.0,605.0,0.889,32.0,69.9,70.0,56.0,67.76822911104446,71.1,74.9,64.32249647213447,91.9,47.1,77.4,70.8,70.0,70.0,
731,Suwon,South Korea,2010,6048245.0,127.0286009,37.2635727,44185,1234939.5,121.0,0.889,32.0,69.9,70.0,56.0,67.76822911104446,71.1,74.9,64.32249647213447,91.9,47.1,77.4,70.8,70.0,70.0,
739,Madrid,Spain,2010,12039000.0,-3.7037902,40.4167754,31171,2397950.5,604.0,0.872,35.2,69.6,70.0,65.0,53.9,58.1,54.8,26.9,75.8,47.3,77.7,87.5,80.0,80.0,ESP
754,Stockholm,Sweden,2010,3189000.0,18.0685808,59.3293235,3429,938398.0,216.0,0.911,27.7,72.4,95.0,93.0,85.2,36.7,17.3,94.75,95.5,54.9,79.5,87.5,85.0,80.0,SWE
784,Zürich,Switzerland,2010,1973200.0,8.539182499999999,47.36864979999999,35449,421304.0,92.0,0.941,32.6,81.1,90.0,90.0,82.1,68.2,68.9,95.9,81.2,81.8,81.3,90.0,80.0,80.0,CHE
792,Kaohsiung,Taiwan,2010,63624500.0,120.3230776,22.6238898,31112,2776348.6,2947.0,0.869885505257732,38.87940929917293,70.4,70.0,57.0,68.7277777777778,75.9,90.5,88.56481481481481,83.0,47.7,79.3,85.8,65.0,50.0,TWN
798,Taipei,Taiwan,2010,15500000.0,121.5488669,25.0465658,31446,2679476.8,272.0,0.869885505257732,38.87940929917293,70.4,70.0,57.0,69.2,75.9,90.5,90.8,83.0,47.7,79.3,85.8,65.0,50.0,TWN
859,London,United Kingdom,2010,43400000.0,-0.078689,51.504858,3422,8797293.666666666,1572.0,0.912,34.4,76.5,85.0,77.0,93.8,61.8,41.9,53.5,94.9,72.8,73.7,87.5,90.0,80.0,GBR
876,Manchester,United Kingdom,2010,16608920.0,-2.2484851,53.479324,35898,2802263.75,1277.0,0.912,34.4,76.5,85.0,77.0,93.0,61.8,41.9,40.4,94.9,72.8,73.7,87.5,90.0,80.0,GBR
900,Atlanta,United States,2010,9650000.0,-84.3879824,33.7489954,1093,446978.5,343.0,0.916,40.0,78.0,85.0,73.0,76.50288600288599,67.5,58.0,54.01551226551214,91.3,94.8,78.1,86.9,75.0,70.0,USA
904,Austin,United States,2010,14926864.0,-97.7431,30.2672,1184,1051644.6,704.0,0.916,40.0,78.0,85.0,73.0,76.0,67.5,58.0,54.05,91.3,94.8,78.1,86.9,75.0,70.0,USA
909,Burlington,United States,2010,287535.99,-73.21207199999999,44.4758825,2430,42284.0,40.1,0.916,40.0,78.0,85.0,73.0,76.50288600288599,67.5,58.0,54.01551226551214,91.3,94.8,78.1,86.9,75.0,70.0,USA
911,Chicago,United States,2010,33545577.0,-87.62979820000001,41.8781136,3203,2714889.25,606.0,0.916,40.0,78.0,85.0,73.0,76.50288600288599,67.5,58.0,54.01551226551214,91.3,94.8,78.1,86.9,75.0,70.0,USA
913,New York,United States,2010,54348841.0,-74.00594129999999,40.7127837,3417,8512613.0,784.0,0.916,40.0,78.0,85.0,73.0,76.85,67.5,58.0,53.2,91.3,94.8,78.1,86.9,75.0,70.0,USA
928,Los Angeles,United States,2010,38734718.0,-118.2436849,34.0522342,10894,3993752.0,1215.0,0.916,40.0,78.0,85.0,73.0,76.0,67.5,58.0,54.05,91.3,94.8,78.1,86.9,75.0,70.0,USA
935,"Portland, OR",United States,2010,7664696.0,-122.6762071,45.5234515,14874,719664.5,376.0,0.916,40.0,78.0,85.0,73.0,76.0,67.5,58.0,54.05,91.3,94.8,78.1,86.9,75.0,70.0,USA
956,Philadelphia,United States,2010,15174236.0,-75.16378900000001,39.952335,31181,1558435.666666667,367.0,0.916,40.0,78.0,85.0,73.0,76.50288600288599,67.5,58.0,54.01551226551214,91.3,94.8,78.1,86.9,75.0,70.0,USA
960,San Francisco,United States,2010,5255665.0,-122.4194155,37.7749295,31182,875842.75,121.0,0.916,40.0,78.0,85.0,73.0,76.0,67.5,58.0,54.05,91.3,94.8,78.1,86.9,75.0,70.0,USA
966,Denver,United States,2010,13028000.0,-104.9847179,39.737567,32550,692162.4,401.0,0.916,40.0,78.0,85.0,73.0,76.9,67.5,58.0,54.8,91.3,94.8,78.1,86.9,75.0,70.0,USA
982,"Portland, ME",United States,2010,1142797.0,-70.2553,43.6615,35274,66801.5,55.0,0.916,40.0,78.0,85.0,73.0,76.50288600288599,67.5,58.0,54.01551226551214,91.3,94.8,78.1,86.9,75.0,70.0,USA
983,St. Louis,United States,2010,7549862.0,-90.1994042,38.6270025,35393,311066.0,170.9,0.916,40.0,78.0,85.0,73.0,76.9,67.5,58.0,54.8,91.3,94.8,78.1,86.9,75.0,70.0,USA
987,Baltimore,United States,2010,7579144.0,-76.6121893,39.2903848,35853,608360.5,210.0,0.916,40.0,78.0,85.0,73.0,75.1,67.5,58.0,53.3,91.3,94.8,78.1,86.9,75.0,70.0,USA
991,Cleveland,United States,2010,12892686.0,-81.6943605,41.49932,35859,388678.6666666667,201.0,0.916,40.0,78.0,85.0,73.0,76.0,67.5,58.0,54.05,91.3,94.8,78.1,86.9,75.0,70.0,USA
996,Dallas,United States,2010,17229388.0,-96.80045109999999,32.78013989999999,35860,1301361.5,999.0,0.916,40.0,78.0,85.0,73.0,76.50288600288599,67.5,58.0,54.01551226551214,91.3,94.8,78.1,86.9,75.0,70.0,USA
1043,Benicia,United States,2010,688706.0,-122.1585777,38.049365,49787,27801.33333333333,13.0,0.916,40.0,78.0,85.0,73.0,76.50288600288599,67.5,58.0,54.01551226551214,91.3,94.8,78.1,86.9,75.0,70.0,USA
